dist	Gene	pairLabel
10.342761	VMP1	Nuc2_gene3_SE139
10.523935	VMP1	Nuc2_gene1_SE140
8.387963	VMP1	Nuc2_gene2_SE140
7.143562	VMP1	Nuc2_gene3_SE140
11.078146	VMP1	Nuc2_gene1_SE141
9.170464	VMP1	Nuc2_gene2_SE141
7.932586	VMP1	Nuc2_gene3_SE141
12.327036	VMP1	Nuc2_gene1_SE142
9.295867	VMP1	Nuc2_gene2_SE142
9.508279	VMP1	Nuc2_gene3_SE142
12.643756	VMP1	Nuc2_gene1_SE143
9.918454	VMP1	Nuc2_gene2_SE143
9.823257	VMP1	Nuc2_gene3_SE143
13.885833	VMP1	Nuc2_gene1_SE144
11.080069	VMP1	Nuc2_gene2_SE144
11.387162	VMP1	Nuc2_gene3_SE144
14.406785	VMP1	Nuc2_gene1_SE145
11.727556	VMP1	Nuc2_gene2_SE145
12.063732	VMP1	Nuc2_gene3_SE145
13.645578	VMP1	Nuc2_gene1_SE146
11.385728	VMP1	Nuc2_gene2_SE146
11.222291	VMP1	Nuc2_gene3_SE146
13.157645	VMP1	Nuc2_gene1_SE147
11.200881	VMP1	Nuc2_gene2_SE147
10.671582	VMP1	Nuc2_gene3_SE147
13.701678	VMP1	Nuc2_gene1_SE148
11.217063	VMP1	Nuc2_gene2_SE148
11.177705	VMP1	Nuc2_gene3_SE148
12.461702	VMP1	Nuc2_gene1_SE149
9.153263	VMP1	Nuc2_gene2_SE149
9.562883	VMP1	Nuc2_gene3_SE149
10.985194	VMP1	Nuc2_gene1_SE150
9.11195	VMP1	Nuc2_gene2_SE150
7.762831	VMP1	Nuc2_gene3_SE150
11.855987	VMP1	Nuc2_gene1_SE151
9.625166	VMP1	Nuc2_gene2_SE151
8.801467	VMP1	Nuc2_gene3_SE151
14.430878	VMP1	Nuc2_gene1_SE152
11.954326	VMP1	Nuc2_gene2_SE152
12.046843	VMP1	Nuc2_gene3_SE152
12.942473	VMP1	Nuc2_gene1_SE153
9.697841	VMP1	Nuc2_gene2_SE153
10.143752	VMP1	Nuc2_gene3_SE153
12.923536	VMP1	Nuc2_gene1_SE154
9.85816	VMP1	Nuc2_gene2_SE154
10.123561	VMP1	Nuc2_gene3_SE154
12.633784	VMP1	Nuc2_gene1_SE155
10.460478	VMP1	Nuc2_gene2_SE155
9.804002	VMP1	Nuc2_gene3_SE155
13.086833	VMP1	Nuc2_gene1_SE156
9.937863	VMP1	Nuc2_gene2_SE156
10.13599	VMP1	Nuc2_gene3_SE156
14.032263	VMP1	Nuc2_gene1_SE157
11.476103	VMP1	Nuc2_gene2_SE157
11.534648	VMP1	Nuc2_gene3_SE157
12.648359	VMP1	Nuc2_gene1_SE158
9.434027	VMP1	Nuc2_gene2_SE158
9.665584	VMP1	Nuc2_gene3_SE158
13.554618	VMP1	Nuc2_gene1_SE159
10.567216	VMP1	Nuc2_gene2_SE159
10.853125	VMP1	Nuc2_gene3_SE159
13.612591	VMP1	Nuc2_gene1_SE160
11.299489	VMP1	Nuc2_gene2_SE160
10.996691	VMP1	Nuc2_gene3_SE160
12.325369	VMP1	Nuc2_gene1_SE161
10.174907	VMP1	Nuc2_gene2_SE161
